Tolerance (%),beatport_key/1.0
0.0,0.8630490956072352
0.0005,0.8630490956072352
0.001,0.8630490956072352
0.0015,0.8630490956072352
0.002,0.8630490956072352
0.0025,0.8630490956072352
0.003,0.8630490956072352
0.0035,0.8630490956072352
0.004,0.8630490956072352
0.0045,0.8630490956072352
0.005,0.8630490956072352
0.0055,0.8630490956072352
0.006,0.8656330749354005
0.0065,0.8669250645994832
0.007,0.8708010335917312
0.0075,0.8746770025839793
0.008,0.8850129198966409
0.0085,0.8863049095607235
0.009,0.8875968992248062
0.0095,0.8875968992248062
0.01,0.8901808785529716
0.0105,0.8914728682170543
0.011,0.8914728682170543
0.0115,0.8927648578811369
0.012,0.8953488372093024
0.0125,0.896640826873385
0.013,0.896640826873385
0.0135,0.896640826873385
0.014,0.896640826873385
0.0145,0.896640826873385
0.015,0.896640826873385
0.0155,0.896640826873385
0.016,0.8979328165374677
0.0165,0.8979328165374677
0.017,0.8979328165374677
0.0175,0.8979328165374677
0.018,0.8979328165374677
0.0185,0.8979328165374677
0.019,0.8979328165374677
0.0195,0.8979328165374677
0.02,0.8979328165374677
0.0205,0.8979328165374677
0.021,0.8979328165374677
0.0215,0.8979328165374677
0.022,0.8979328165374677
0.0225,0.8979328165374677
0.023,0.8979328165374677
0.0235,0.8979328165374677
0.024,0.8979328165374677
0.0245,0.8979328165374677
0.025,0.8979328165374677
0.0255,0.8979328165374677
0.026,0.8979328165374677
0.0265,0.8979328165374677
0.027,0.8979328165374677
0.0275,0.8979328165374677
0.028,0.8979328165374677
0.0285,0.8979328165374677
0.029,0.8979328165374677
0.0295,0.8979328165374677
0.03,0.8979328165374677
0.0305,0.8979328165374677
0.031,0.8979328165374677
0.0315,0.8979328165374677
0.032,0.8979328165374677
0.0325,0.8979328165374677
0.033,0.8979328165374677
0.0335,0.8979328165374677
0.034,0.8979328165374677
0.0345,0.8979328165374677
0.035,0.8979328165374677
0.0355,0.8979328165374677
0.036,0.8979328165374677
0.0365,0.8979328165374677
0.037,0.8979328165374677
0.0375,0.8979328165374677
0.038,0.8979328165374677
0.0385,0.8979328165374677
0.039,0.8979328165374677
0.0395,0.8979328165374677
0.04,0.8979328165374677
0.0405,0.8979328165374677
0.041,0.8979328165374677
0.0415,0.8979328165374677
0.042,0.8979328165374677
0.0425,0.8979328165374677
0.043,0.8979328165374677
0.0435,0.8979328165374677
0.044,0.8979328165374677
0.0445,0.8979328165374677
0.045,0.8979328165374677
0.0455,0.8979328165374677
0.046,0.8979328165374677
0.0465,0.8979328165374677
0.047,0.8979328165374677
0.0475,0.8979328165374677
0.048,0.8979328165374677
0.0485,0.8979328165374677
0.049,0.8979328165374677
0.0495,0.8979328165374677
0.05,0.8979328165374677
