Tolerance (%),beatport_key/1.0
0.0,0.4095607235142119
0.0005,0.4095607235142119
0.001,0.4095607235142119
0.0015,0.4095607235142119
0.002,0.4095607235142119
0.0025,0.4095607235142119
0.003,0.4095607235142119
0.0035,0.4095607235142119
0.004,0.4095607235142119
0.0045,0.4095607235142119
0.005,0.4095607235142119
0.0055,0.4108527131782946
0.006,0.4134366925064599
0.0065,0.42118863049095606
0.007,0.4689922480620155
0.0075,0.5878552971576227
0.008,0.7932816537467701
0.0085,0.8604651162790697
0.009,0.8746770025839793
0.0095,0.8811369509043928
0.01,0.8927648578811369
0.0105,0.896640826873385
0.011,0.9069767441860465
0.0115,0.9366925064599483
0.012,0.9483204134366925
0.0125,0.9496124031007752
0.013,0.9560723514211886
0.0135,0.958656330749354
0.014,0.9612403100775194
0.0145,0.962532299741602
0.015,0.9651162790697675
0.0155,0.9664082687338501
0.016,0.9677002583979328
0.0165,0.9677002583979328
0.017,0.9689922480620154
0.0175,0.9715762273901809
0.018,0.9741602067183462
0.0185,0.9741602067183462
0.019,0.9741602067183462
0.0195,0.9741602067183462
0.02,0.9741602067183462
0.0205,0.9741602067183462
0.021,0.9741602067183462
0.0215,0.975452196382429
0.022,0.975452196382429
0.0225,0.975452196382429
0.023,0.975452196382429
0.0235,0.9767441860465116
0.024,0.9767441860465116
0.0245,0.9767441860465116
0.025,0.9767441860465116
0.0255,0.9767441860465116
0.026,0.9767441860465116
0.0265,0.9767441860465116
0.027,0.9767441860465116
0.0275,0.9767441860465116
0.028,0.9767441860465116
0.0285,0.9767441860465116
0.029,0.9767441860465116
0.0295,0.9780361757105943
0.03,0.9780361757105943
0.0305,0.9780361757105943
0.031,0.9780361757105943
0.0315,0.9780361757105943
0.032,0.9780361757105943
0.0325,0.9780361757105943
0.033,0.9780361757105943
0.0335,0.9780361757105943
0.034,0.9780361757105943
0.0345,0.9780361757105943
0.035,0.9780361757105943
0.0355,0.9780361757105943
0.036,0.9780361757105943
0.0365,0.9780361757105943
0.037,0.9780361757105943
0.0375,0.9780361757105943
0.038,0.9780361757105943
0.0385,0.9780361757105943
0.039,0.9780361757105943
0.0395,0.9780361757105943
0.04,0.9780361757105943
0.0405,0.9780361757105943
0.041,0.9780361757105943
0.0415,0.9780361757105943
0.042,0.9780361757105943
0.0425,0.9780361757105943
0.043,0.9780361757105943
0.0435,0.9780361757105943
0.044,0.9780361757105943
0.0445,0.9780361757105943
0.045,0.9780361757105943
0.0455,0.9780361757105943
0.046,0.9780361757105943
0.0465,0.9780361757105943
0.047,0.9780361757105943
0.0475,0.9780361757105943
0.048,0.9780361757105943
0.0485,0.9780361757105943
0.049,0.9780361757105943
0.0495,0.9780361757105943
0.05,0.9780361757105943
