T (BPM),beatport_key/1.0
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
32.0,0.0
33.0,0.0
34.0,0.0
35.0,0.0
36.0,0.0
37.0,0.0
38.0,0.0
39.0,0.0
40.0,0.0
41.0,0.0
42.0,0.0
43.0,0.0
44.0,0.0
45.0,0.0
46.0,0.0
47.0,0.0
48.0,0.0
49.0,0.0
50.0,0.0
51.0,0.0
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0012919896640826874
62.0,0.0012919896640826874
63.0,0.003875968992248062
64.0,0.003875968992248062
65.0,0.00516795865633075
66.0,0.00516795865633075
67.0,0.00516795865633075
68.0,0.00516795865633075
69.0,0.007751937984496124
70.0,0.007751937984496124
71.0,0.007751937984496124
72.0,0.007751937984496124
73.0,0.007751937984496124
74.0,0.006459948320413436
75.0,0.00904392764857881
76.0,0.007751937984496124
77.0,0.00904392764857881
78.0,0.00904392764857881
79.0,0.012919896640826873
80.0,0.015503875968992248
81.0,0.023255813953488372
82.0,0.03359173126614987
83.0,0.03875968992248062
84.0,0.04521963824289406
85.0,0.05813953488372093
86.0,0.05555555555555555
87.0,0.06459948320413436
88.0,0.06718346253229975
89.0,0.06976744186046512
90.0,0.07364341085271318
91.0,0.06976744186046512
92.0,0.06201550387596899
93.0,0.05555555555555555
94.0,0.050387596899224806
95.0,0.05167958656330749
96.0,0.040051679586563305
97.0,0.04521963824289406
98.0,0.03617571059431524
99.0,0.03617571059431524
100.0,0.040051679586563305
101.0,0.03229974160206718
102.0,0.03488372093023256
103.0,0.037467700258397935
104.0,0.03488372093023256
105.0,0.03488372093023256
106.0,0.03617571059431524
107.0,0.03488372093023256
108.0,0.03229974160206718
109.0,0.03488372093023256
110.0,0.040051679586563305
111.0,0.04392764857881137
112.0,0.050387596899224806
113.0,0.050387596899224806
114.0,0.05167958656330749
115.0,0.09431524547803617
116.0,0.09689922480620156
117.0,0.10335917312661498
118.0,0.12790697674418605
119.0,0.15503875968992248
120.0,0.20671834625322996
121.0,0.25452196382428943
122.0,0.29457364341085274
123.0,0.42764857881136953
124.0,0.4470284237726098
125.0,0.4909560723514212
126.0,0.4560723514211886
127.0,0.46382428940568476
128.0,0.4573643410852713
129.0,0.4483204134366925
130.0,0.437984496124031
131.0,0.40568475452196384
132.0,0.355297157622739
133.0,0.3242894056847545
134.0,0.18863049095607234
135.0,0.24031007751937986
136.0,0.19509043927648578
137.0,0.2157622739018088
138.0,0.21188630490956073
139.0,0.2131782945736434
140.0,0.21705426356589147
141.0,0.19896640826873385
142.0,0.17958656330749354
143.0,0.17829457364341086
144.0,0.16020671834625322
145.0,0.17571059431524547
146.0,0.1020671834625323
147.0,0.10077519379844961
148.0,0.07235142118863049
149.0,0.06589147286821706
150.0,0.05555555555555555
151.0,0.03617571059431524
152.0,0.03488372093023256
153.0,0.037467700258397935
154.0,0.03229974160206718
155.0,0.03229974160206718
156.0,0.012919896640826873
157.0,0.011627906976744186
158.0,0.0103359173126615
159.0,0.011627906976744186
160.0,0.012919896640826873
161.0,0.012919896640826873
162.0,0.011627906976744186
163.0,0.011627906976744186
164.0,0.007751937984496124
165.0,0.011627906976744186
166.0,0.0103359173126615
